"","ASVs","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_7","ASV_7","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA
"ASV_9","ASV_9","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Robbsia"
"ASV_10","ASV_10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_11","ASV_11","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_12","ASV_12","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_13","ASV_13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_15","ASV_15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_17","ASV_17","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_18","ASV_18","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Buchnera"
"ASV_21","ASV_21","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_22","ASV_22","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV_23","ASV_23","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_45","ASV_45","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_48","ASV_48","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV_54","ASV_54","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_56","ASV_56","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Robbsia"
"ASV_61","ASV_61","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_62","ASV_62","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV_66","ASV_66","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae",NA
"ASV_71","ASV_71","Bacteria","Acidobacteria","Acidobacteria_Gp1","Terriglobus",NA,NA
"ASV_72","ASV_72","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"ASV_77","ASV_77","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_87","ASV_87","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_90","ASV_90","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_92","ASV_92","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_95","ASV_95","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pigmentiphaga"
"ASV_97","ASV_97","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_98","ASV_98","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV_103","ASV_103","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_108","ASV_108","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_109","ASV_109","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frondihabitans"
"ASV_116","ASV_116","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_122","ASV_122","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales",NA,NA
"ASV_125","ASV_125","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus"
"ASV_129","ASV_129","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_130","ASV_130","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV_137","ASV_137","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_142","ASV_142","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"ASV_149","ASV_149","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckia"
"ASV_150","ASV_150","Bacteria","Actinobacteria","Actinobacteria","Nakamurellales","Nakamurellaceae","Nakamurella"
"ASV_157","ASV_157","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ASV_158","ASV_158","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_163","ASV_163","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_165","ASV_165","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidisoma"
"ASV_176","ASV_176","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_179","ASV_179","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_187","ASV_187","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_188","ASV_188","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_189","ASV_189","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_193","ASV_193","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas"
"ASV_195","ASV_195","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"ASV_201","ASV_201","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_207","ASV_207","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"ASV_209","ASV_209","Bacteria","Bacteroidetes",NA,NA,NA,NA
"ASV_214","ASV_214","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_217","ASV_217","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_222","ASV_222","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_233","ASV_233","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_248","ASV_248","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"ASV_249","ASV_249","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidisoma"
"ASV_257","ASV_257","Bacteria","Acidobacteria","Acidobacteria_Gp1","Edaphobacter",NA,NA
"ASV_263","ASV_263","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_277","ASV_277","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"ASV_280","ASV_280","Bacteria","Acidobacteria","Acidobacteria_Gp1","Terriglobus",NA,NA
"ASV_290","ASV_290","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV_297","ASV_297","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1",NA
"ASV_303","ASV_303","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paeniclostridium"
"ASV_311","ASV_311","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_315","ASV_315","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Amnibacterium"
"ASV_319","ASV_319","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_321","ASV_321","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter"
"ASV_329","ASV_329","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_331","ASV_331","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_341","ASV_341","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_355","ASV_355","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckia"
"ASV_358","ASV_358","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_365","ASV_365","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidisoma"
"ASV_369","ASV_369","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_371","ASV_371","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_372","ASV_372","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_374","ASV_374","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Neobacillus"
"ASV_379","ASV_379","Bacteria","Acidobacteria","Acidobacteria_Gp1","Terriglobus",NA,NA
"ASV_382","ASV_382","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_388","ASV_388","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV_392","ASV_392","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_393","ASV_393","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_396","ASV_396","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides"
"ASV_405","ASV_405","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV_425","ASV_425","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_433","ASV_433","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_440","ASV_440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"ASV_452","ASV_452","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_460","ASV_460","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"ASV_462","ASV_462","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_469","ASV_469","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus"
"ASV_472","ASV_472","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"ASV_485","ASV_485","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_489","ASV_489","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV_492","ASV_492","Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium"
"ASV_494","ASV_494","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV_497","ASV_497","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Amnibacterium"
"ASV_506","ASV_506","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_508","ASV_508","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ASV_518","ASV_518","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidisoma"
"ASV_537","ASV_537","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ASV_544","ASV_544","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"ASV_555","ASV_555","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paeniglutamicibacter"
"ASV_557","ASV_557","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"ASV_562","ASV_562","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"ASV_563","ASV_563","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_564","ASV_564","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_565","ASV_565","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_566","ASV_566","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_568","ASV_568","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter"
"ASV_576","ASV_576","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_578","ASV_578","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV_587","ASV_587","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"ASV_592","ASV_592","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas/Armatimonadetes_gp1"
"ASV_611","ASV_611","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV_617","ASV_617","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_626","ASV_626","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_639","ASV_639","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"ASV_649","ASV_649","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ASV_650","ASV_650","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_652","ASV_652","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV_664","ASV_664","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV_665","ASV_665","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus"
"ASV_668","ASV_668","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Subtercola"
"ASV_675","ASV_675","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_678","ASV_678","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_689","ASV_689","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_697","ASV_697","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_706","ASV_706","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV_709","ASV_709","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ASV_711","ASV_711","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_715","ASV_715","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"ASV_716","ASV_716","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV_717","ASV_717","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Diplorickettsia"
"ASV_718","ASV_718","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_719","ASV_719","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA
"ASV_721","ASV_721","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA
"ASV_723","ASV_723","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas"
"ASV_726","ASV_726","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhabdus"
"ASV_733","ASV_733","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_740","ASV_740","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter"
"ASV_741","ASV_741","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae",NA
"ASV_752","ASV_752","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_764","ASV_764","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"ASV_765","ASV_765","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_775","ASV_775","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"ASV_777","ASV_777","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Psychrobacillus"
"ASV_778","ASV_778","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_779","ASV_779","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_783","ASV_783","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas/Armatimonadetes_gp1"
"ASV_788","ASV_788","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Ilyomonas"
"ASV_791","ASV_791","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV_792","ASV_792","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_794","ASV_794","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_798","ASV_798","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovastum"
"ASV_799","ASV_799","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_805","ASV_805","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia"
"ASV_806","ASV_806","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_807","ASV_807","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_809","ASV_809","Bacteria","Acidobacteria","Acidobacteria_Gp1",NA,NA,NA
"ASV_814","ASV_814","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_821","ASV_821","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Sphingoaurantiacus"
"ASV_830","ASV_830","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_842","ASV_842","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV_843","ASV_843","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV_844","ASV_844","Bacteria","Proteobacteria",NA,NA,NA,NA
"ASV_847","ASV_847","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"ASV_848","ASV_848","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_849","ASV_849","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_851","ASV_851","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_854","ASV_854","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidisoma"
"ASV_866","ASV_866","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae",NA
"ASV_870","ASV_870","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ASV_876","ASV_876","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV_877","ASV_877","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"ASV_878","ASV_878","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidisoma"
"ASV_885","ASV_885","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"ASV_887","ASV_887","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"ASV_892","ASV_892","Bacteria","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Blastococcus"
"ASV_902","ASV_902","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA
"ASV_903","ASV_903","Bacteria","Acidobacteria","Acidobacteria_Gp1","Granulicella",NA,NA
"ASV_909","ASV_909","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter"
"ASV_910","ASV_910","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2",NA
"ASV_911","ASV_911","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"ASV_914","ASV_914","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas"
"ASV_916","ASV_916","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"ASV_920","ASV_920","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter"
